88,88,,"09/05/12","10/05/12","03:33:48 AM","03:29:18 AM","N         ","TRUE","12:00:00 AM",1,17,4,17,1,,4,6999,7000,"Y",,,,88,1,,,,6034,"Y      ","          ",,"          ",,"Y",,"N",0,,
89,89,,"10/05/12","11/05/12","10:53:47 PM","10:53:47 PM",,,,1,17,4,17,6,,1,5568,0,"Y",,,,89,1,,,,4800,"          ","          ",,"BTC       ",,"Y",,"N",0,,
90,90,,"11/05/12","12/05/12","02:50:06 PM","02:47:04 PM","N         ","TRUE","12:00:00 AM",1,53,5,53,1,,2,6000,0,"Y",,,,90,1,,,,5172,"Y      ","          ",,"          ",,"Y",,"N",0,,
91,91,,"11/05/12","15/05/2012","11:44:55 AM","11:44:45 AM","N         ","TRUE","12:00:00 AM",3,39,6,39,7,,2,6380,0,"Y",,,,91,1,,,,5500,"          ","          ",,"BTC       ",,"Y",,"N",0,,
92,92,,"11/05/12","12/05/12","06:49:00 PM","06:42:26 PM","N         ","TRUE","12:00:00 AM",1,17,4,17,1,,1,6380,7000,"Y",,,,92,1,,,,5500,"Y      ","          ",,"          ",,"Y",,"N",0,,
93,93,,"11/05/12","13/05/2012","12:32:47 AM","12:25:04 AM","N         ","TRUE","12:00:00 AM",2,17,4,17,1,,2,12000,6000,"Y",,,,93,1,,,,5172,"          ","CREDITCARD",,"          ",,"Y",,"N",0,,
94,94,,"12/05/12","13/05/2012","04:46:43 PM","04:45:39 PM","N         ","TRUE","12:00:00 AM",1,17,4,17,9,,2,5800,0,"Y",,,,94,1,,,,5000,"          ","          ",,"BTC       ",,"Y",,"N",0,,
95,95,,"12/05/12","15/05/2012","09:30:53 PM","09:24:49 PM","N         ","TRUE","12:00:00 AM",2,17,4,17,1,,1,4500,4000,"Y",,,,95,1,,,,4500,"Y      ","          ",,"          ",,"N",,"N",0,,
96,96,,"12/05/12","16/05/2012","11:44:05 AM","11:43:34 AM","N         ","TRUE","12:00:00 AM",2,39,6,39,1,,1,5220,6000,"Y",,,,96,1,,,,4500,"Y      ","          ",,"          ",,"Y",,"N",0,,
97,97,,"12/05/12","17/05/2012","05:29:36 PM","05:29:18 PM","N         ",,,4,53,5,53,5,,2,20880,0,"Y",,,,97,1,,,,4500,"Y      ","          ",,"          ",,"Y",,"N",0,,
98,98,,"13/05/2012","16/05/2012","09:31:31 AM","09:31:31 AM",,,,1,17,4,17,8,,2,5000,0,"Y",,,,98,1,,,,5000,"          ","CREDITCARD",,"          ",,"N",,"N",0,,
99,99,,"14/05/2011","17/05/2012","11:36:07 PM","11:28:26 PM","N         ","TRUE","12:00:00 AM",4,17,4,17,11,,1,20880,0,"Y",,,,99,1,,,,4500,"          ","CREDITCARD",,"          ",,"Y",,"N",0,,
100,100,,"14/05/2011","15/05/2012","06:11:54 PM","06:00:34 PM","N         ","TRUE","12:00:00 AM",1,19,4,19,1,,2,6000,6000,"Y",,,,100,1,,,,5172,"Y      ","          ",,"          ",,"Y",,"N",0,,
101,101,,"15/05/2012","19/08/2012","04:46:02 PM","04:34:23 PM","N         ","TRUE","12:00:00 AM",1,17,4,17,1,,2,8120,0,"Y",,,,101,1,,,,7000,"Y      ","          ",,"          ",,"Y",,"N",0,,
102,102,,"15/05/2012","15/05/2012","07:21:47 PM","07:16:29 PM","N         ","TRUE","12:00:00 AM",2,17,4,17,1,,2,13920,0,"Y",,,,102,1,,,,6000,"          ","CREDITCARD",,"          ",,"Y",,"N",0,,
103,103,,"17/05/2012","17/05/2012","08:58:51 PM","08:58:36 PM","N         ",,,1,19,4,19,10,,3,8123,0,"Y",,,,103,1,,,,7000,"          ","          ",,"BTC       ",,"Y",,"Y",0,,
104,104,,"18/05/2012","18/05/2012","05:42:19 AM","05:41:37 AM","N         ",,,1,56,5,56,1,,2,4872,7000,"Y",,,,104,1,,,,4200,"Y      ","          ",,"          ",,"Y",,"N",0,,
105,105,,"19/05/2012","19/05/2012","12:37:57 PM","12:35:56 PM","N         ","TRUE","12:00:00 AM",1,19,4,19,1,,2,6000,10000,"Y",,,,105,1,,,,5172,"Y      ","          ",,"          ",,"Y",,"N",0,,
